name,votes,committee,cmte_type,date,congress,page
Foster,3,Cmte on Indian Trade bill,,1793-01-21,2,11
Hawkins,6,Cmte on Indian Trade bill,,1793-01-21,2,11
Henry,5,Cmte on Indian Trade bill,,1793-01-21,2,11
Johnston,4,Cmte on Indian Trade bill,,1793-01-21,2,11
Izard,5,Cmte on Indian Trade bill,,1793-01-21,2,11
King,5,Cmte on Indian Trade bill,,1793-01-21,2,11
Langdon,2,Cmte on Indian Trade bill,,1793-01-21,2,11
Monroe,9,Cmte on Indian Trade bill,,1793-01-21,2,11
Morris,2,Cmte on Indian Trade bill,,1793-01-21,2,11
Read,4,Cmte on Indian Trade bill,,1793-01-21,2,11
Rutherfurd,1,Cmte on Indian Trade bill,,1793-01-21,2,11
Sherman,2,Cmte on Indian Trade bill,,1793-01-21,2,11
Strong,6,Cmte on Indian Trade bill,,1793-01-21,2,11
Wingate,1,Cmte on Indian Trade bill,,1793-01-21,2,11
Taylor,4,Cmte on Indian Trade bill,,1793-01-21,2,11
Bassett,1,Cmte on VA officer bill,,1793-02-01,2,11
Bradley,1,Cmte on VA officer bill,,1793-02-01,2,11
Brown,2,Cmte on VA officer bill,,1793-02-01,2,11
Dickinson,1,Cmte on VA officer bill,,1793-02-01,2,11
Ellsworth,3,Cmte on VA officer bill,,1793-02-01,2,11
Henry,1,Cmte on VA officer bill,,1793-02-01,2,11
Johnston,1,Cmte on VA officer bill,,1793-02-01,2,11
Monroe,6,Cmte on VA officer bill,,1793-02-01,2,11
Read,13,Cmte on VA officer bill,,1793-02-01,2,11
Rutherfurd,3,Cmte on VA officer bill,,1793-02-01,2,11
Stanton,1,Cmte on VA officer bill,,1793-02-01,2,11
Sherman,9,Cmte on VA officer bill,,1793-02-01,2,11
Strong,5,Cmte on VA officer bill,,1793-02-01,2,11
Wingate,4,Cmte on VA officer bill,,1793-02-01,2,11
Bassett,1,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Bradley,4,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Brown,1,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Burr,8,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Butler,2,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Ellsworth,12,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Gunn,1,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Hawkins,1,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Johnston,2,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Izard,1,Cmte of conference bill invalid pensions,,1793-02-05,2,11
King,14,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Monroe,3,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Potts,4,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Read,4,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Robinson,1,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Sherman,1,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Strong,9,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Taylor,6,Cmte of conference bill invalid pensions,,1793-02-05,2,11
Bassett,2,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Bradley,5,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Butler,4,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Cabot,1,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Ellsworth,4,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Gunn,4,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Henry,3,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Izard,9,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
King,12,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Langdon,2,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Morris,3,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Potts,4,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Read,1,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Sherman,2,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Strong,5,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Wingate,2,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Taylor,3,Joint Cmte on examining votes for PUS and VP,,1793-02-06,2,11
Bradley,24,Cmte to bring bill on collection law,,1793-02-07,2,11
Burr,4,Cmte to bring bill on collection law,,1793-02-07,2,11
Cabot,3,Cmte to bring bill on collection law,,1793-02-07,2,11
Few,21,Cmte to bring bill on collection law,,1793-02-07,2,11
Foster,1,Cmte to bring bill on collection law,,1793-02-07,2,11
Gunn,17,Cmte to bring bill on collection law,,1793-02-07,2,11
Henry,2,Cmte to bring bill on collection law,,1793-02-07,2,11
Johnston,1,Cmte to bring bill on collection law,,1793-02-07,2,11
King,3,Cmte to bring bill on collection law,,1793-02-07,2,11
Monroe,1,Cmte to bring bill on collection law,,1793-02-07,2,11
Morris,1,Cmte to bring bill on collection law,,1793-02-07,2,11
Potts,2,Cmte to bring bill on collection law,,1793-02-07,2,11
Read,1,Cmte to bring bill on collection law,,1793-02-07,2,11
Rutherfurd,2,Cmte to bring bill on collection law,,1793-02-07,2,11
Strong,5,Cmte to bring bill on collection law,,1793-02-07,2,11
Bradley,7,Cmte useful arts,,1793-02-07,2,11
Brown,2,Cmte useful arts,,1793-02-07,2,11
Dick,1,Cmte useful arts,,1793-02-07,2,11
Ellsworth,3,Cmte useful arts,,1793-02-07,2,11
Few,19,Cmte useful arts,,1793-02-07,2,11
Hawkins,2,Cmte useful arts,,1793-02-07,2,11
Henry,2,Cmte useful arts,,1793-02-07,2,11
Johnston,5,Cmte useful arts,,1793-02-07,2,11
Izard,1,Cmte useful arts,,1793-02-07,2,11
King,1,Cmte useful arts,,1793-02-07,2,11
Langdon,1,Cmte useful arts,,1793-02-07,2,11
Monroe,2,Cmte useful arts,,1793-02-07,2,11
Potts,4,Cmte useful arts,,1793-02-07,2,11
Read,3,Cmte useful arts,,1793-02-07,2,11
Robinson,1,Cmte useful arts,,1793-02-07,2,11
Rutherford,5,Cmte useful arts,,1793-02-07,2,11
Stanton,1,Cmte useful arts,,1793-02-07,2,11
Strong,4,Cmte useful arts,,1793-02-07,2,11
Taylor,3,Cmte useful arts,,1793-02-07,2,11
Wingate,2,Cmte useful arts,,1793-02-07,2,11
Bassett,5,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Bradley,1,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Brown,4,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Dickinson,1,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Edwards,1,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Ellsworth,18,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Gunn,11,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Hawkins,3,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Henry,1,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Johnston,1,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Izgard,1,Cmte on bills H E Lutterloh,,1793-02-07,2,9
King,2,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Langdon,1,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Morris,1,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Potts,4,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Robinson,3,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Rutherfurd,2,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Stanton,2,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Sherman,8,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Strong,9,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Wingate,6,Cmte on bills H E Lutterloh,,1793-02-07,2,9
Bassett,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Bradley,5,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Brown,6,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Burr,0,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Dickinson,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Ellsworth,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Foster,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Gunn,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Hawkins,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Henry,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Johnston,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
King,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Langdon,3,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Monroe,2,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Potts,5,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Read,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Rutherford,11,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Sherman,4,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Strong,3,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Taylor,2,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Wingate,3,Cmte on HR bill respecting inhabitants of Port St Vincent,,1793-02-08,2,11
Bassett,2,Cmte to notify PUS of re-election,,1793-02-14,2,11
Bradley,3,Cmte to notify PUS of re-election,,1793-02-14,2,11
Brown,1,Cmte to notify PUS of re-election,,1793-02-14,2,11
Cabot,1,Cmte to notify PUS of re-election,,1793-02-14,2,11
Dick,2,Cmte to notify PUS of re-election,,1793-02-14,2,11
Gunn,2,Cmte to notify PUS of re-election,,1793-02-14,2,11
Henry,1,Cmte to notify PUS of re-election,,1793-02-14,2,11
Johnston,2,Cmte to notify PUS of re-election,,1793-02-14,2,11
Izard,15,Cmte to notify PUS of re-election,,1793-02-14,2,11
King,17,Cmte to notify PUS of re-election,,1793-02-14,2,11
Morris,6,Cmte to notify PUS of re-election,,1793-02-14,2,11
Potts,1,Cmte to notify PUS of re-election,,1793-02-14,2,11
Strong,12,Cmte to notify PUS of re-election,,1793-02-14,2,11
Taylor,4,Cmte to notify PUS of re-election,,1793-02-14,2,11
Bassett,1,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Bradley,6,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Brown,5,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Burr,11,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Cabot,1,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Dickinson,1,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Edwards,2,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Ellsworth,8,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Few,1,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Gunn,8,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Hawkins,7,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Henry,5,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Johnston,2,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
King,4,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Langdon,1,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Monroe,1,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Morris,7,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Potts,3,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Rutherfurd,4,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Sherman,3,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Strong,5,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Taylor,7,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Wingate,1,Cmte on Putnam Treaty with Indians,,1793-02-15,2,Extra
Bassett,2,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Brown,2,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Cabot,4,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Ellsworth,1,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Few,1,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Foster,11,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Gunn,1,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Hawkins,3,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Henry,1,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Johnston,2,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Izard,1,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Langdon,5,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Monroe,5,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Morris,3,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Potts,1,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Sherman,2,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Strong,1,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Wingate,2,Cmte on Jacob Bell’s bill,,1793-02-18,2,11
Bassett,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Bradley,3,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Brown,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Burr,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Butler,4,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Cabot,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Edwards,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Ellsworth,10,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Gunn,2,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Hawkins,3,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
King,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Langdon,2,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Monroe,14,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Read,2,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Sherman,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Stanton,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Strong,2,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Wingate,1,Cmte on motion for educations of sons of late Gen Mercer,,1793-02-18,2,11
Bradl,1,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Brown,3,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Butler,1,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Edwards,10,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Ellsworth,2,Cmte on bill to establish post road to KY,,1793-02-26,2,12
King,5,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Langdon,1,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Monroe,4,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Potts,2,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Read,2,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Sherman,2,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Stanton,1,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Strong,6,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Wingate,2,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Taylor,3,Cmte on bill to establish post road to KY,,1793-02-26,2,12
Brown,1,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Burr,4,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Butler,3,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Cabot,6,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Dick,1,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Ellsworth,3,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Gunn,1,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Henry,4,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Johnston,1,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Izard,1,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
King,13,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Langdon,6,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Monroe,1,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Morris,8,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Potts,4,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Read,3,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Ruth,1,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Sherman,2,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Strong,6,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Taylor,1,Cmte on bill to supplement collection of duties goods etc,,1793-02-27,2,12
Butler,4,Cmte on petition of paymasters,,1793-02-27,2,12
Cabot,8,Cmte on petition of paymasters,,1793-02-27,2,12
Dick,2,Cmte on petition of paymasters,,1793-02-27,2,12
Ellsworth,7,Cmte on petition of paymasters,,1793-02-27,2,12
King,1,Cmte on petition of paymasters,,1793-02-27,2,12
Langdon,2,Cmte on petition of paymasters,,1793-02-27,2,12
Monroe,5,Cmte on petition of paymasters,,1793-02-27,2,12
Potts,3,Cmte on petition of paymasters,,1793-02-27,2,12
Sherman,2,Cmte on petition of paymasters,,1793-02-27,2,12
Wingate,4,Cmte on petition of paymasters,,1793-02-27,2,12
Taylor,4,Cmte on petition of paymasters,,1793-02-27,2,12
Brown,6,cmte on Galliopolis,,1793-02-27,2,12
Burr,6,cmte on Galliopolis,,1793-02-27,2,12
Butler,3,cmte on Galliopolis,,1793-02-27,2,12
Edwards,1,cmte on Galliopolis,,1793-02-27,2,12
Ellsworth,9,cmte on Galliopolis,,1793-02-27,2,12
Foster,1,cmte on Galliopolis,,1793-02-27,2,12
Gunn,1,cmte on Galliopolis,,1793-02-27,2,12
Henry,1,cmte on Galliopolis,,1793-02-27,2,12
Izard,3,cmte on Galliopolis,,1793-02-27,2,12
King,4,cmte on Galliopolis,,1793-02-27,2,12
Monroe,3,cmte on Galliopolis,,1793-02-27,2,12
Morris,4,cmte on Galliopolis,,1793-02-27,2,12
Potts,2,cmte on Galliopolis,,1793-02-27,2,12
Read,3,cmte on Galliopolis,,1793-02-27,2,12
Robinson,1,cmte on Galliopolis,,1793-02-27,2,12
Sherman,3,cmte on Galliopolis,,1793-02-27,2,12
Stanton,1,cmte on Galliopolis,,1793-02-27,2,12
Strong,4,cmte on Galliopolis,,1793-02-27,2,12
Taylor,1,cmte on Galliopolis,,1793-02-27,2,12
Bassett,1,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Brown,5,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Burr,6,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Butler,1,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Ellsworth,4,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Gunn,10,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Henry,6,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Johnston,2,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Izard,3,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Langdon,7,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Monroe,2,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Potts,1,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Read,1,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Rutherfurd,3,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Strong,2,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Wingate,1,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Taylor,10,Cmte of Conference on next mtg of Congress,,1793-02-28,2,12
Bassett,2,cmte on Banks bill,,1793-03-01,2,12
Butler,7,cmte on Banks bill,,1793-03-01,2,12
Cabot,5,cmte on Banks bill,,1793-03-01,2,12
Ellsworth,14,cmte on Banks bill,,1793-03-01,2,12
Foster,1,cmte on Banks bill,,1793-03-01,2,12
Gunn,2,cmte on Banks bill,,1793-03-01,2,12
Hawkins,3,cmte on Banks bill,,1793-03-01,2,12
Johnston,2,cmte on Banks bill,,1793-03-01,2,12
King,5,cmte on Banks bill,,1793-03-01,2,12
Monroe,3,cmte on Banks bill,,1793-03-01,2,12
Potts,2,cmte on Banks bill,,1793-03-01,2,12
Read,1,cmte on Banks bill,,1793-03-01,2,12
Robinson,1,cmte on Banks bill,,1793-03-01,2,12
Rutherfurd,3,cmte on Banks bill,,1793-03-01,2,12
Sherman,1,cmte on Banks bill,,1793-03-01,2,12
Wingate,1,cmte on Banks bill,,1793-03-01,2,12
Brown,1,Rutherfurd conference,,1793-03-01,2,12
Butler,2,Rutherfurd conference,,1793-03-01,2,12
Edwards,1,Rutherfurd conference,,1793-03-01,2,12
Ellsworth,1,Rutherfurd conference,,1793-03-01,2,12
Henry,3,Rutherfurd conference,,1793-03-01,2,12
King,1,Rutherfurd conference,,1793-03-01,2,12
Read,1,Rutherfurd conference,,1793-03-01,2,12
Rutherfurd,4,Rutherfurd conference,,1793-03-01,2,12
Sherman,4,Rutherfurd conference,,1793-03-01,2,12
Bassett,11,Jt cmte to wait on PUS,,1793-03-02,2,12
Brown,1,Jt cmte to wait on PUS,,1793-03-02,2,12
Gunn,2,Jt cmte to wait on PUS,,1793-03-02,2,12
Johnston,11,Jt cmte to wait on PUS,,1793-03-02,2,12
Izard,2,Jt cmte to wait on PUS,,1793-03-02,2,12
King,2,Jt cmte to wait on PUS,,1793-03-02,2,12
Monroe,1,Jt cmte to wait on PUS,,1793-03-02,2,12
Rutherfurd,3,Jt cmte to wait on PUS,,1793-03-02,2,12
Sherman,1,Jt cmte to wait on PUS,,1793-03-02,2,12
