first_name,middle_name,last_name,age,congress,state,party,votes,committee_name,date,senator_id,senator_congress_id,committee_id
David,Lawrence,Morril,45,15,NH,Democratic Republican,1,Cmte on memorial of the MS convention related to boundaries,1817-12-16,M000966,506,1800
Jeremiah,,Morrow,46,15,OH,Democratic Republican,4,Cmte on memorial of the MS convention related to boundaries,1817-12-16,M001003,514,1800
Harrison,Gray,Otis,52,15,MA,Federalist,2,Cmte on memorial of the MS convention related to boundaries,1817-12-16,O000127,493,1800
Jonathan,,Roberts,46,15,PA,Democratic Republican,1,Cmte on memorial of the MS convention related to boundaries,1817-12-16,R000313,494,1800
Nathan,,Sanford,40,15,NY,Democratic Republican,1,Cmte on memorial of the MS convention related to boundaries,1817-12-16,S000052,495,1800
William,,Smith,55,15,SC,Democratic Republican,2,Cmte on memorial of the MS convention related to boundaries,1817-12-16,S000628,496,1800
Montfort,,Stokes,55,15,NC,Democratic Republican,5,Cmte on memorial of the MS convention related to boundaries,1817-12-16,S000949,518,1800
Charles,,Tait,49,15,GA,Democratic Republican,8,Cmte on memorial of the MS convention related to boundaries,1817-12-16,T000015,497,1800
Waller,,Taylor,31,15,IN,Democratic Republican,1,Cmte on memorial of the MS convention related to boundaries,1817-12-16,T000102,498,1800
George,Michael,Troup,37,15,GA,Democratic Republican,13,Cmte on memorial of the MS convention related to boundaries,1817-12-16,T000382,510,1800
Thomas,Hill,Williams,44,15,MS,Democratic Republican,1,Cmte on memorial of the MS convention related to boundaries,1817-12-16,W000540,520,1800
John,,Williams,39,15,TN,Democratic Republican,10,Cmte on memorial of the MS convention related to boundaries,1817-12-16,W000516,511,1800
Eli,Porter,Ashmun,47,15,MA,Federalist,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,A000317,500,1801
James,,Barbour,42,15,VA,Anti-Democrat,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,B000127,485,1801
James,,Burrill,45,15,RI,Federalist,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,B001137,486,1801
George,Washington,Campbell,48,15,TN,Democratic Republican,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,C000083,487,1801
John,Jordan,Crittenden,31,15,KY,Democratic Republican,3,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,C000912,501,1801
David,,Daggett,53,15,CT,Federalist,3,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,D000002,488,1801
Mahlon,,Dickerson,47,15,NJ,Democratic Republican,3,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,D000308,489,1801
John,Wayles,Eppes,44,15,VA,Democratic Republican,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,E000197,502,1801
James,,Fisk,54,15,VT,Democratic Republican,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,F000154,503,1801
Robert,Henry,Goldsborough,38,15,MD,Federalist,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,G000264,504,1801
Rufus,,King,62,15,NY,Federalist,4,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,K000212,491,1801
Abner,,Lacock,47,15,PA,Democratic Republican,2,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,L000011,505,1801
Walter,,Leake,55,15,MS,Democratic Republican,2,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,L000177,517,1801
Nathaniel,,Macon,60,15,NC,Democratic Republican,2,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,M000034,492,1801
Jeremiah,,Morrow,46,15,OH,Democratic Republican,14,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,M001003,514,1801
James,,Noble,32,15,IN,Democratic Republican,4,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,N000118,515,1801
Harrison,Gray,Otis,52,15,MA,Federalist,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,O000127,493,1801
Jonathan,,Roberts,46,15,PA,Democratic Republican,2,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,R000313,494,1801
Benjamin,,Ruggles,34,15,OH,Democratic Republican,4,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,R000500,507,1801
Nathan,,Sanford,40,15,NY,Democratic Republican,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,S000052,495,1801
William,,Smith,55,15,SC,Democratic Republican,2,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,S000628,496,1801
Montfort,,Stokes,55,15,NC,Democratic Republican,3,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,S000949,518,1801
Clement,,Storer,57,15,NH,Democratic Republican,3,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,S000972,508,1801
Charles,,Tait,49,15,GA,Democratic Republican,1,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,T000015,497,1801
Isham,,Talbot,44,15,KY,Democratic Republican,7,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,T000017,519,1801
Waller,,Taylor,31,15,IN,Democratic Republican,7,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,T000102,498,1801
Isaac,,Tichenor,63,15,VT,Federalist,2,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,T000264,509,1801
Thomas,Hill,Williams,44,15,MS,Democratic Republican,3,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,W000540,520,1801
John,,Williams,39,15,TN,Democratic Republican,4,cmte on Morrow's motion regarding Northern boundary of OH,1817-12-17,W000516,511,1801
Eli,Porter,Ashmun,47,15,MA,Federalist,3,cmte on Quaker petition on internal slave trade,1817-12-18,A000317,500,1802
James,,Burrill,45,15,RI,Federalist,10,cmte on Quaker petition on internal slave trade,1817-12-18,B001137,486,1802
John,Jordan,Crittenden,31,15,KY,Democratic Republican,2,cmte on Quaker petition on internal slave trade,1817-12-18,C000912,501,1802
David,,Daggett,53,15,CT,Federalist,2,cmte on Quaker petition on internal slave trade,1817-12-18,D000002,488,1802
John,Wayles,Eppes,44,15,VA,Democratic Republican,5,cmte on Quaker petition on internal slave trade,1817-12-18,E000197,502,1802
James,,Fisk,54,15,VT,Democratic Republican,1,cmte on Quaker petition on internal slave trade,1817-12-18,F000154,503,1802
Robert,Henry,Goldsborough,38,15,MD,Federalist,16,cmte on Quaker petition on internal slave trade,1817-12-18,G000264,504,1802
Outerbridge,,Horsey,40,15,DE,Federalist,15,cmte on Quaker petition on internal slave trade,1817-12-18,H000795,490,1802
Abner,,Lacock,47,15,PA,Democratic Republican,5,cmte on Quaker petition on internal slave trade,1817-12-18,L000011,505,1802
Walter,,Leake,55,15,MS,Democratic Republican,1,cmte on Quaker petition on internal slave trade,1817-12-18,L000177,517,1802
Nathaniel,,Macon,60,15,NC,Democratic Republican,4,cmte on Quaker petition on internal slave trade,1817-12-18,M000034,492,1802
David,Lawrence,Morril,45,15,NH,Democratic Republican,2,cmte on Quaker petition on internal slave trade,1817-12-18,M000966,506,1802
Jeremiah,,Morrow,46,15,OH,Democratic Republican,2,cmte on Quaker petition on internal slave trade,1817-12-18,M001003,514,1802
Harrison,Gray,Otis,52,15,MA,Federalist,1,cmte on Quaker petition on internal slave trade,1817-12-18,O000127,493,1802
Jonathan,,Roberts,46,15,PA,Democratic Republican,2,cmte on Quaker petition on internal slave trade,1817-12-18,R000313,494,1802
Benjamin,,Ruggles,34,15,OH,Democratic Republican,1,cmte on Quaker petition on internal slave trade,1817-12-18,R000500,507,1802
Nathan,,Sanford,40,15,NY,Democratic Republican,1,cmte on Quaker petition on internal slave trade,1817-12-18,S000052,495,1802
William,,Smith,55,15,SC,Democratic Republican,11,cmte on Quaker petition on internal slave trade,1817-12-18,S000628,496,1802
Montfort,,Stokes,55,15,NC,Democratic Republican,1,cmte on Quaker petition on internal slave trade,1817-12-18,S000949,518,1802
Clement,,Storer,57,15,NH,Democratic Republican,3,cmte on Quaker petition on internal slave trade,1817-12-18,S000972,508,1802
Charles,,Tait,49,15,GA,Democratic Republican,3,cmte on Quaker petition on internal slave trade,1817-12-18,T000015,497,1802
Isham,,Talbot,44,15,KY,Democratic Republican,5,cmte on Quaker petition on internal slave trade,1817-12-18,T000017,519,1802
Waller,,Taylor,31,15,IN,Democratic Republican,3,cmte on Quaker petition on internal slave trade,1817-12-18,T000102,498,1802
Isaac,,Tichenor,63,15,VT,Federalist,1,cmte on Quaker petition on internal slave trade,1817-12-18,T000264,509,1802
George,Michael,Troup,37,15,GA,Democratic Republican,2,cmte on Quaker petition on internal slave trade,1817-12-18,T000382,510,1802
John,,Williams,39,15,TN,Democratic Republican,5,cmte on Quaker petition on internal slave trade,1817-12-18,W000516,511,1802
James,Jefferson,Wilson,42,15,NJ,Democratic Republican,1,cmte on Quaker petition on internal slave trade,1817-12-18,W000595,499,1802
Eli,Porter,Ashmun,47,15,MA,Federalist,2,cmte on enrolled bills to replace Wilson,1817-12-22,A000317,500,1803
James,,Burrill,45,15,RI,Federalist,2,cmte on enrolled bills to replace Wilson,1817-12-22,B001137,486,1803
Mahlon,,Dickerson,47,15,NJ,Democratic Republican,3,cmte on enrolled bills to replace Wilson,1817-12-22,D000308,489,1803
James,,Fisk,54,15,VT,Democratic Republican,1,cmte on enrolled bills to replace Wilson,1817-12-22,F000154,503,1803
James,,Noble,32,15,IN,Democratic Republican,5,cmte on enrolled bills to replace Wilson,1817-12-22,N000118,515,1803
Isaac,,Tichenor,63,15,VT,Federalist,5,cmte on enrolled bills to replace Wilson,1817-12-22,T000264,509,1803
Nicholas,,Van Dyke,47,15,DE,Federalist,2,cmte on enrolled bills to replace Wilson,1817-12-22,V000037,522,1803
Eli,Porter,Ashmun,47,15,MA,Federalist,2,Cmte on amendment to constitution - election by district,1817-12-24,A000317,500,1804
James,,Burrill,45,15,RI,Federalist,5,Cmte on amendment to constitution - election by district,1817-12-24,B001137,486,1804
George,Washington,Campbell,48,15,TN,Democratic Republican,4,Cmte on amendment to constitution - election by district,1817-12-24,C000083,487,1804
David,,Daggett,53,15,CT,Federalist,7,Cmte on amendment to constitution - election by district,1817-12-24,D000002,488,1804
Mahlon,,Dickerson,47,15,NJ,Democratic Republican,18,Cmte on amendment to constitution - election by district,1817-12-24,D000308,489,1804
John,Wayles,Eppes,44,15,VA,Democratic Republican,6,Cmte on amendment to constitution - election by district,1817-12-24,E000197,502,1804
Outerbridge,,Horsey,40,15,DE,Federalist,2,Cmte on amendment to constitution - election by district,1817-12-24,H000795,490,1804
Rufus,,King,62,15,NY,Federalist,11,Cmte on amendment to constitution - election by district,1817-12-24,K000212,491,1804
Abner,,Lacock,47,15,PA,Democratic Republican,2,Cmte on amendment to constitution - election by district,1817-12-24,L000011,505,1804
Walter,,Leake,55,15,MS,Democratic Republican,1,Cmte on amendment to constitution - election by district,1817-12-24,L000177,517,1804
Nathaniel,,Macon,60,15,NC,Democratic Republican,6,Cmte on amendment to constitution - election by district,1817-12-24,M000034,492,1804
David,Lawrence,Morril,45,15,NH,Democratic Republican,2,Cmte on amendment to constitution - election by district,1817-12-24,M000966,506,1804
Jeremiah,,Morrow,46,15,OH,Democratic Republican,4,Cmte on amendment to constitution - election by district,1817-12-24,M001003,514,1804
Jonathan,,Roberts,46,15,PA,Democratic Republican,2,Cmte on amendment to constitution - election by district,1817-12-24,R000313,494,1804
Benjamin,,Ruggles,34,15,OH,Democratic Republican,2,Cmte on amendment to constitution - election by district,1817-12-24,R000500,507,1804
Nathan,,Sanford,40,15,NY,Democratic Republican,2,Cmte on amendment to constitution - election by district,1817-12-24,S000052,495,1804
William,,Smith,55,15,SC,Democratic Republican,5,Cmte on amendment to constitution - election by district,1817-12-24,S000628,496,1804
Montfort,,Stokes,55,15,NC,Democratic Republican,6,Cmte on amendment to constitution - election by district,1817-12-24,S000949,518,1804
Charles,,Tait,49,15,GA,Democratic Republican,4,Cmte on amendment to constitution - election by district,1817-12-24,T000015,497,1804
Isham,,Talbot,44,15,KY,Democratic Republican,2,Cmte on amendment to constitution - election by district,1817-12-24,T000017,519,1804
Isaac,,Tichenor,63,15,VT,Federalist,1,Cmte on amendment to constitution - election by district,1817-12-24,T000264,509,1804
George,Michael,Troup,37,15,GA,Democratic Republican,2,Cmte on amendment to constitution - election by district,1817-12-24,T000382,510,1804
Nicholas,,Van Dyke,47,15,DE,Federalist,6,Cmte on amendment to constitution - election by district,1817-12-24,V000037,522,1804
John,,Williams,39,15,TN,Democratic Republican,3,Cmte on amendment to constitution - election by district,1817-12-24,W000516,511,1804
James,,Noble,32,15,IN,Democratic Republican,1,Cmte on enrolled bills to replace Noble,1817-12-29,N000118,515,1805
Isaac,,Tichenor,63,15,VT,Federalist,1,Cmte on enrolled bills to replace Noble,1817-12-29,T000264,509,1805
James,Jefferson,Wilson,42,15,NJ,Democratic Republican,21,Cmte on enrolled bills to replace Noble,1817-12-29,W000595,499,1805
James,,Burrill,45,15,RI,Federalist,2,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,B001137,486,1806
George,Washington,Campbell,48,15,TN,Democratic Republican,22,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,C000083,487,1806
John,Jordan,Crittenden,31,15,KY,Democratic Republican,1,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,C000912,501,1806
David,,Daggett,53,15,CT,Federalist,3,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,D000002,488,1806
John,Wayles,Eppes,44,15,VA,Democratic Republican,5,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,E000197,502,1806
Outerbridge,,Horsey,40,15,DE,Federalist,2,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,H000795,490,1806
Rufus,,King,62,15,NY,Federalist,3,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,K000212,491,1806
Walter,,Leake,55,15,MS,Democratic Republican,1,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,L000177,517,1806
Nathaniel,,Macon,60,15,NC,Democratic Republican,19,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,M000034,492,1806
Jeremiah,,Morrow,46,15,OH,Democratic Republican,15,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,M001003,514,1806
James,,Noble,32,15,IN,Democratic Republican,2,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,N000118,515,1806
Jonathan,,Roberts,46,15,PA,Democratic Republican,1,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,R000313,494,1806
Nathan,,Sanford,40,15,NY,Democratic Republican,3,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,S000052,495,1806
William,,Smith,55,15,SC,Democratic Republican,1,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,S000628,496,1806
Montfort,,Stokes,55,15,NC,Democratic Republican,22,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,S000949,518,1806
Charles,,Tait,49,15,GA,Democratic Republican,3,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,T000015,497,1806
Isham,,Talbot,44,15,KY,Democratic Republican,1,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,T000017,519,1806
Waller,,Taylor,31,15,IN,Democratic Republican,2,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,T000102,498,1806
George,Michael,Troup,37,15,GA,Democratic Republican,2,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,T000382,510,1806
Thomas,Hill,Williams,44,15,MS,Democratic Republican,2,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,W000540,520,1806
John,,Williams,39,15,TN,Democratic Republican,18,Cmte on HR bill to authorize TN to issue grants of land,1817-12-29,W000516,511,1806
Eli,Porter,Ashmun,47,15,MA,Federalist,1,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,A000317,500,1807
James,,Burrill,45,15,RI,Federalist,3,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,B001137,486,1807
George,Washington,Campbell,48,15,TN,Democratic Republican,1,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,C000083,487,1807
David,,Daggett,53,15,CT,Federalist,4,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,D000002,488,1807
Mahlon,,Dickerson,47,15,NJ,Democratic Republican,6,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,D000308,489,1807
John,Wayles,Eppes,44,15,VA,Democratic Republican,12,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,E000197,502,1807
Outerbridge,,Horsey,40,15,DE,Federalist,3,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,H000795,490,1807
Rufus,,King,62,15,NY,Federalist,16,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,K000212,491,1807
Abner,,Lacock,47,15,PA,Democratic Republican,1,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,L000011,505,1807
Nathaniel,,Macon,60,15,NC,Democratic Republican,14,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,M000034,492,1807
Jeremiah,,Morrow,46,15,OH,Democratic Republican,5,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,M001003,514,1807
James,,Noble,32,15,IN,Democratic Republican,1,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,N000118,515,1807
Nathan,,Sanford,40,15,NY,Democratic Republican,21,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,S000052,495,1807
William,,Smith,55,15,SC,Democratic Republican,3,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,S000628,496,1807
Montfort,,Stokes,55,15,NC,Democratic Republican,4,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,S000949,518,1807
Charles,,Tait,49,15,GA,Democratic Republican,7,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,T000015,497,1807
Waller,,Taylor,31,15,IN,Democratic Republican,1,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,T000102,498,1807
George,Michael,Troup,37,15,GA,Democratic Republican,1,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,T000382,510,1807
Nicholas,,Van Dyke,47,15,DE,Federalist,2,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,V000037,522,1807
John,,Williams,39,15,TN,Democratic Republican,4,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,W000516,511,1807
James,Jefferson,Wilson,42,15,NJ,Democratic Republican,3,cmte on sanford's Resolution for publication of journal and proceedings of Constitutional Convention,1818-01-02,W000595,499,1807
Eli,Porter,Ashmun,47,15,MA,Federalist,6,Cmte on Tait's bill for repairing roads,1818-01-13,A000317,500,1808
James,,Barbour,42,15,VA,Anti-Democrat,2,Cmte on Tait's bill for repairing roads,1818-01-13,B000127,485,1808
George,Washington,Campbell,48,15,TN,Democratic Republican,19,Cmte on Tait's bill for repairing roads,1818-01-13,C000083,487,1808
David,,Daggett,53,15,CT,Federalist,1,Cmte on Tait's bill for repairing roads,1818-01-13,D000002,488,1808
Rufus,,King,62,15,NY,Federalist,2,Cmte on Tait's bill for repairing roads,1818-01-13,K000212,491,1808
Walter,,Leake,55,15,MS,Democratic Republican,14,Cmte on Tait's bill for repairing roads,1818-01-13,L000177,517,1808
Nathaniel,,Macon,60,15,NC,Democratic Republican,1,Cmte on Tait's bill for repairing roads,1818-01-13,M000034,492,1808
David,Lawrence,Morril,45,15,NH,Democratic Republican,1,Cmte on Tait's bill for repairing roads,1818-01-13,M000966,506,1808
Jeremiah,,Morrow,46,15,OH,Democratic Republican,1,Cmte on Tait's bill for repairing roads,1818-01-13,M001003,514,1808
Charles,,Tait,49,15,GA,Democratic Republican,21,Cmte on Tait's bill for repairing roads,1818-01-13,T000015,497,1808
George,Michael,Troup,37,15,GA,Democratic Republican,1,Cmte on Tait's bill for repairing roads,1818-01-13,T000382,510,1808
Thomas,Hill,Williams,44,15,MS,Democratic Republican,3,Cmte on Tait's bill for repairing roads,1818-01-13,W000540,520,1808
John,,Williams,39,15,TN,Democratic Republican,2,Cmte on Tait's bill for repairing roads,1818-01-13,W000516,511,1808
Eligius,,Fromentin,-1,15,LA,Democratic Republican,8,Cmte on Post Office to replace Fisk,1818-01-21,F000389,516,1809
Walter,,Leake,55,15,MS,Democratic Republican,8,Cmte on Post Office to replace Fisk,1818-01-21,L000177,517,1809
David,Lawrence,Morril,45,15,NH,Democratic Republican,2,Cmte on Post Office to replace Fisk,1818-01-21,M000966,506,1809
Clement,,Storer,57,15,NH,Democratic Republican,3,Cmte on Post Office to replace Fisk,1818-01-21,S000972,508,1809
Thomas,Hill,Williams,44,15,MS,Democratic Republican,1,Cmte on Post Office to replace Fisk,1818-01-21,W000540,520,1809
Eli,Porter,Ashmun,47,15,MA,Federalist,1,Cmte on public lands to replace Fisk,1818-01-21,A000317,500,1810
George,Washington,Campbell,48,15,TN,Democratic Republican,1,Cmte on public lands to replace Fisk,1818-01-21,C000083,487,1810
Mahlon,,Dickerson,47,15,NJ,Democratic Republican,20,Cmte on public lands to replace Fisk,1818-01-21,D000308,489,1810
Robert,Henry,Goldsborough,38,15,MD,Federalist,1,Cmte on public lands to replace Fisk,1818-01-21,G000264,504,1810
Outerbridge,,Horsey,40,15,DE,Federalist,1,Cmte on public lands to replace Fisk,1818-01-21,H000795,490,1810
Abner,,Lacock,47,15,PA,Democratic Republican,1,Cmte on public lands to replace Fisk,1818-01-21,L000011,505,1810
James,,Noble,32,15,IN,Democratic Republican,2,Cmte on public lands to replace Fisk,1818-01-21,N000118,515,1810
Isham,,Talbot,44,15,KY,Democratic Republican,1,Cmte on public lands to replace Fisk,1818-01-21,T000017,519,1810
James,,Barbour,42,15,VA,Anti-Democrat,13,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,B000127,485,1811
George,Washington,Campbell,48,15,TN,Democratic Republican,16,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,C000083,487,1811
John,Jordan,Crittenden,31,15,KY,Democratic Republican,1,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,C000912,501,1811
David,,Daggett,53,15,CT,Federalist,11,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,D000002,488,1811
Mahlon,,Dickerson,47,15,NJ,Democratic Republican,1,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,D000308,489,1811
John,Wayles,Eppes,44,15,VA,Democratic Republican,9,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,E000197,502,1811
Robert,Henry,Goldsborough,38,15,MD,Federalist,7,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,G000264,504,1811
Outerbridge,,Horsey,40,15,DE,Federalist,1,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,H000795,490,1811
Rufus,,King,62,15,NY,Federalist,29,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,K000212,491,1811
Abner,,Lacock,47,15,PA,Democratic Republican,1,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,L000011,505,1811
Nathaniel,,Macon,60,15,NC,Democratic Republican,27,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,M000034,492,1811
Jeremiah,,Morrow,46,15,OH,Democratic Republican,4,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,M001003,514,1811
Harrison,Gray,Otis,52,15,MA,Federalist,3,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,O000127,493,1811
Nathan,,Sanford,40,15,NY,Democratic Republican,2,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,S000052,495,1811
William,,Smith,55,15,SC,Democratic Republican,2,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,S000628,496,1811
Clement,,Storer,57,15,NH,Democratic Republican,2,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,S000972,508,1811
Charles,,Tait,49,15,GA,Democratic Republican,4,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,T000015,497,1811
Isaac,,Tichenor,63,15,VT,Federalist,11,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,T000264,509,1811
George,Michael,Troup,37,15,GA,Democratic Republican,1,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,T000382,510,1811
Thomas,Hill,Williams,44,15,MS,Democratic Republican,2,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,W000540,520,1811
John,,Williams,39,15,TN,Democratic Republican,1,Cmte on PUS message on Caron de Beaumarchais,1818-02-02,W000516,511,1811
James,,Barbour,42,15,VA,Anti-Democrat,9,Cmte of Conference on appropriations for military service,1818-02-06,B000127,485,1812
James,,Burrill,45,15,RI,Federalist,3,Cmte of Conference on appropriations for military service,1818-02-06,B001137,486,1812
George,Washington,Campbell,48,15,TN,Democratic Republican,15,Cmte of Conference on appropriations for military service,1818-02-06,C000083,487,1812
John,Jordan,Crittenden,31,15,KY,Democratic Republican,1,Cmte of Conference on appropriations for military service,1818-02-06,C000912,501,1812
David,,Daggett,53,15,CT,Federalist,4,Cmte of Conference on appropriations for military service,1818-02-06,D000002,488,1812
John,Wayles,Eppes,44,15,VA,Democratic Republican,4,Cmte of Conference on appropriations for military service,1818-02-06,E000197,502,1812
Eligius,,Fromentin,-1,15,LA,Democratic Republican,1,Cmte of Conference on appropriations for military service,1818-02-06,F000389,516,1812
Rufus,,King,62,15,NY,Federalist,5,Cmte of Conference on appropriations for military service,1818-02-06,K000212,491,1812
Nathaniel,,Macon,60,15,NC,Democratic Republican,5,Cmte of Conference on appropriations for military service,1818-02-06,M000034,492,1812
Jeremiah,,Morrow,46,15,OH,Democratic Republican,1,Cmte of Conference on appropriations for military service,1818-02-06,M001003,514,1812
Harrison,Gray,Otis,52,15,MA,Federalist,7,Cmte of Conference on appropriations for military service,1818-02-06,O000127,493,1812
Montfort,,Stokes,55,15,NC,Democratic Republican,1,Cmte of Conference on appropriations for military service,1818-02-06,S000949,518,1812
Isham,,Talbot,44,15,KY,Democratic Republican,1,Cmte of Conference on appropriations for military service,1818-02-06,T000017,519,1812
Waller,,Taylor,31,15,IN,Democratic Republican,1,Cmte of Conference on appropriations for military service,1818-02-06,T000102,498,1812
George,Michael,Troup,37,15,GA,Democratic Republican,3,Cmte of Conference on appropriations for military service,1818-02-06,T000382,510,1812
Nicholas,,Van Dyke,47,15,DE,Federalist,1,Cmte of Conference on appropriations for military service,1818-02-06,V000037,522,1812
John,,Williams,39,15,TN,Democratic Republican,10,Cmte of Conference on appropriations for military service,1818-02-06,W000516,511,1812
Eli,Porter,Ashmun,47,15,MA,Federalist,2,Cmte on Barbour's bill for Patents,1818-02-11,A000317,500,1813
James,,Barbour,42,15,VA,Anti-Democrat,21,Cmte on Barbour's bill for Patents,1818-02-11,B000127,485,1813
James,,Burrill,45,15,RI,Federalist,4,Cmte on Barbour's bill for Patents,1818-02-11,B001137,486,1813
John,Jordan,Crittenden,31,15,KY,Democratic Republican,1,Cmte on Barbour's bill for Patents,1818-02-11,C000912,501,1813
David,,Daggett,53,15,CT,Federalist,12,Cmte on Barbour's bill for Patents,1818-02-11,D000002,488,1813
Mahlon,,Dickerson,47,15,NJ,Democratic Republican,2,Cmte on Barbour's bill for Patents,1818-02-11,D000308,489,1813
Eligius,,Fromentin,-1,15,LA,Democratic Republican,4,Cmte on Barbour's bill for Patents,1818-02-11,F000389,516,1813
Robert,Henry,Goldsborough,38,15,MD,Federalist,2,Cmte on Barbour's bill for Patents,1818-02-11,G000264,504,1813
William,,Hunter,43,15,RI,Federalist,4,Cmte on Barbour's bill for Patents,1818-02-11,H000991,513,1813
Rufus,,King,62,15,NY,Federalist,5,Cmte on Barbour's bill for Patents,1818-02-11,K000212,491,1813
