committee_id,committee_name,date,congress,page,committee_type
1219,Cmte on light houses,1807-01-23,9,8,Commerce
1220,cmte on MS judges,1807-01-23,9,8,Judiciary
1221,cmte on NW Territory to divide into 2 governments,1807-01-23,9,8,Public Lands
1222,Cmte on NW Territory to divide into 2 governments replace Tracy,1807-01-23,9,8,Public Lands
1223,Cmte to deliver habeas corpus bill to the House,1807-01-23,9,8,Judiciary
1224,Cmte on bill injunction judges,1807-01-26,9,8,Judiciary
1225,cmte on Edmund Briggs,1807-01-26,9,8,Claims
1226,Cmte on PUS's message this & former communication Burr Conspiracy,1807-01-26,9,8,Judiciary
1227,Cmte on amendment to NC bill on meeting times of courts,1807-01-27,9,8,Judiciary
1228,cmte on relief for Portsmouth fire victims,1807-01-30,9,8,Claims
1229,Cmte on new rule,1807-02-02,9,8,Administrative
1230,Cmte on Milledge's motion on need to amend law for frauds against BUS,1807-02-03,9,8,Judiciary
1231,Cmte bill on Customs House in New Orleans,1807-02-03,9,9,Commerce
1232,Cmte to recommit bill unauthorized settlers lands,1807-02-03,9,9,Public Lands
1233,Cmte on Bill trade with St Domingo,1807-02-04,9,9,Foreign Affairs
1234,cmte on Clay's motion - if provision necessary to secure citizens who suffer from Indian depredations,1807-02-04,9,9,Indian Affairs
1235,Cmte on mint bill,1807-02-04,9,9,Finance
1236,Cmte on petition of Ira Allen,1807-02-04,9,9,Claims
1237,Cmte on Chesapeake Canal,1807-02-05,9,9,Roads And Canals
1238,Cmte on message Cumberland road,1807-02-05,9,9,Roads And Canals
1239,cmte on message Beaumarchais,1807-02-06,9,9,Claims
1240,Cmte on MI bill on land grants,1807-02-06,9,9,Public Lands
1241,Cmte on motion jurors,1807-02-06,9,9,Judiciary
1242,Jt cmte on Adams's motion on properly enrolled bills,1807-02-06,9,10,Administrative
1243,cmte on nomination of Julian Poydrass asmember of legislative council of Orleans,1807-02-09,9,10,Judiciary
1244,cmte bill on Washington DC Jurors,1807-02-11,9,10,Washington Dc
1245,Cmte on Bayard's motion re banks & insurance companies,1807-02-12,9,10,Finance
1246,cmte on memorial of Philadelphia merchants drawback,1807-02-12,9,10,Commerce
1247,Cmte on amendment to bill to prohibit importation of slaves,1807-02-19,9,10,Commerce
1248,cmte to wait on PUS,1807-10-26,10,4,Ceremonial
1249,Cmte on Adams's motion message respecting armed vessels,1807-10-30,10,4,Military
1250,Cmte on Adams's motion on formation of seamen into special militia,1807-10-30,10,4,Military
1251,Cmte on Anderson's motion to consider reduction of price of certain lands in TN - 3 members,1807-11-04,10,4,Public Lands
1252,Cmte on engrossed resolutions Bills etc,1807-11-04,10,4,Administrative
1253,emte on Audit public accounts,1807-11-04,10,4,Finance
1254,Cmte on enrolled bills,1807-11-05,10,4,Administrative
1255,Cmte on state balances,1807-11-05,10,4,Finance
1256,Cmte on memorial IN territory admission of slaves,1807-11-07,10,4,Judiciary
1257,Cmte on addition to cmte on Adam's respecting armed vessels - appointed Oct-30,1807-11-09,10,4,Military
1258,Cmte on naval appropriations,1807-11-12,10,4,Military
1259,Cmte on nominations various,1807-11-12,10,5,Misc
1260,Cmte on PUS's confidential message of Nov-11 on elapsed treaty with Tripoli,1807-11-12,10,5,Foreign Affairs
1261,Cmte on Mitchill's motion fortifications,1807-11-16,10,5,Military
1262,Cmte on petition of William Levis & Hugh Maxwell,1807-11-16,10,5,Claims
1263,cmte on Tiffin's motion - TN courts,1807-11-18,10,5,Judiciary
1264,Cmte on Bill salaries for secretaries of MS,1807-11-24,10,5,Commerce
1265,Cmte on Baptist bill Washington,1807-11-25,10,5,Washington Dc
1266,Cmte on military establishment - 3 members,1807-11-25,10,5,Military
1267,cmte on W Wells petition for right of reemption,1807-11-26,10,5,Public Lands
1268,cmte on John Smith (OH) expulsion for role in Burr Conspiracy,1807-11-27,10,5,Administrative
1269,Cmte on engross bills - in place of Jones,1807-12-02,10,5,Administrative
1270,Cmte on bill MS territory right of suffrage and other purposes,1807-12-03,10,6,Judiciary
1271,cmte on bill Potomac,1807-12-03,10,6,Washington Dc
1272,cmte on bill to change name of district Biddeford and Pepperelborough to Saco,1807-12-03,10,6,Commerce
1273,Cmte on nominations various mostly army,1807-12-04,10,6,Military 
1274,Cmte on Boston memorial - Phila memorial for repeal of embargo,1807-12-14,10,6,Foreign Affairs
1275,cmte on military establishment,1807-12-15,10,6,Military
1276,cmte on US Judicial Courts,1807-12-15,10,6,Judiciary
1277,Cmte on message of PUS - embargo,1807-12-18,10,6,Foreign Affairs
1278,Cmte on nominations various,1807-12-24,10,6,Misc
1279,cmte on AG's report on fees and compensation paid to all states but Virginia and Kentucky,1807-12-28,10,6,Finance
1280,Cmte on petition of Barth Berry,1807-12-28,10,6,Claims
1281,Cmte on bill fortifications from Nov-16 - Additional 2 members,1807-12-28,10,7,Military
1282,Cmte on bill A Bonchfrie,1807-12-29,10,7,Claims
1283,cmte on bill TN lands,1807-12-30,10,7,Public Lands
1284,Cmte on bill embargo - No 2 Enforcement,1808-01-05,10,7,Judiciary
1285,Cmte on bill Mediterranean fund,1808-01-08,10,7,Military
1286,Cmte on bill salaries,1808-01-08,10,7,Finance
1287,Cmte on expenses for Samuel Chase's impeachment trial,1808-01-13,10,7,Judiciary
1288,emte on Oliver Evans bill,1808-01-13,10,7,Claims
1289,Cmte on Bayard's motion John Smith's request,1808-01-14,10,7,Administrative
1290,Cmte on Giles's motion to amend penal laws treason - 5 members,1808-01-16,10,7,Judiciary
1291,cmte on Nantucket Memorial exemption from Embargo,1808-01-16,10,7,Judiciary
1292,Cmte on appropriations bill,1808-01-20,10,8,Finance
1293,Cmte on Choctaw Treaty,1808-01-22,10,8,Indian Affairs
1294,Cmte on Amendment to Constitution term limit for judges and justices and removed by two-thirds both houses,1808-01-25,10,8,Judiciary
1295,Cmte on James Taylor requesting compensation in case of John Smith (OH),1808-01-25,10,8,Administrative
1296,Cmte on Baptist Church - recommitted,1808-01-27,10,8,Washington Dc
1297,Cmte on Anderson's resolution - TN lands,1808-02-03,10,8,Public Lands
1298,Cmte on Latrobe's letter,1808-02-03,10,8,Administrative
1299,Cmte on Lighthouse port Judith,1808-02-03,10,8,Commerce
1300,Cmte on naval appropriations,1808-02-03,10,8,Military
1301,Cmte on report of Sec of Treasury on drawbacks,1808-02-03,10,8,Commerce
1302,Cmte on General St Clair's petition,1808-02-08,10,8,Claims
1303,cmte on supplemental nonimportation Embargo,1808-02-12,10,9,Judiciary
1304,cmte on Dr Turner's petition,1808-02-15,10,9,Claims
1305,Cmte on memorial of Cherokee Nation,1808-02-15,10,9,Indian Affairs
1306,cmte on bill Weld & Beebee,1808-02-16,10,9,Claims
1307,cmte on IN Suffrage,1808-02-16,10,9,Judiciary
1308,Cmte on Indian Treaties,1808-02-16,10,9,Indian Affairs
1309,Cmte on NC & NJ Marshals,1808-02-16,10,9,Judiciary
1310,Cmte on Reserved sections of land,1808-02-16,10,9,Public Lands
1311,Cmte on resolution to authorize disposition of certain NC Coastal Charts,1808-02-16,10,9,Commerce
1312,Cmte to allow importation of old copper,1808-02-16,10,9,Commerce
1313,Addition to cmte on District Courts KY,1808-02-17,10,9,Judiciary
1314,Cmte on bill Samuel Whiting,1808-02-17,10,10,Claims
1315,Cmte on Giles motion about Habeus Corpus amended - Embargo enforcement - 5 members,1808-02-18,10,10,Judiciary
1316,Cmte on Pope's motion on Kentucky legislature's instructions about a road,1808-02-19,10,10,Roads And Canals
1317,Cmte on Hull and Atwater as Governor and Secretary of MI Territory,1808-02-23,10,10,Judiciary
1318,Cmte on R William and A Grimes,1808-02-23,10,10,Claims
1319,Cmte on library,1808-02-24,10,10,Administrative
1320,Cmte on bill revenue bonds,1808-02-26,10,10,Finance
1321,Cmte on message of PUS - prepare for possibility of war defense and militia - 5 members,1808-02-26,10,10,Military
1322,Cmte on military appropriation,1808-02-26,10,10,Military
1323,Cmte on bill navy monument,1808-02-29,10,10,Military
1324,cmte on bill purchase arms,1808-03-01,10,10,Military
1325,Cmte on John Smith's deposition,1808-03-01,10,11,Administrative
1326,Cmte on bill embargo,1808-03-02,10,11,Judiciary
1327,Cmte on bill IN courts,1808-03-04,10,11,Judiciary
1328,Cmte on bill on public contracts,1808-03-04,10,11,Finance
1329,Additional members to cmte on penal laws - from Jan-16,1808-03-07,10,11,Judiciary
1330,Additional cmte on bill drawbacks - from Feb-3,1808-03-09,10,11,Commerce
1331,Cmte on sale public arms,1808-03-10,10,11,Military
1332,Cmte on amendment to Sappelo lighthouse,1808-03-11,10,11,Commerce
1333,Cmte on bill land warrants,1808-03-11,10,11,Public Lands
1334,cmte on Militia,1808-03-11,10,11,Military
1335,Cmte on sale lands,1808-03-11,10,11,Public Lands
1336,Cmte on Cherokee Treaty,1808-03-11,10,12,Indian Affairs
1337,Cmte Courts martial & courts of inquiry,1808-03-15,10,12,Military
1338,Cmte on Message of March 7 public buildings and grounds in New Orleans,1808-03-15,10,12,Public Lands
1339,Cmte on bill mint,1808-03-17,10,12,Finance
1340,Cmte on message military Academy,1808-03-18,10,12,Military
1341,Cmte on recommitment of bill on public contracts,1808-03-18,10,12,Finance
1342,cmte on Richard Sparkes,1808-03-21,10,12,Claims
1343,Cmte on PUS's message on ports & site for forts,1808-03-25,10,12,Military
1344,Cmte on arrange papers for printing,1808-03-28,10,12,Administrative
1345,Addition of 2 to Cmte on TN lands - from Dec-30,1808-03-29,10,12,Public Lands
1346,Cmte on business,1808-03-31,10,12,Administrative
1347,Cmte on Indian treaties with Cherokee and Sioux,1808-03-31,10,13,Indian Affairs
1348,Cmte on attack on USS Chesapeake,1808-04-04,10,13,Foreign Affairs
1349,Cmte on report of Sec of T report on roads and canals,1808-04-06,10,13,Roads And Canals
1350,Cmte on petition of Boston merchants - export of fish Embargo,1808-04-07,10,13,Judiciary
1351,cmte on bill summerl et al,1808-04-13,10,13,Claims
1352,Cmte on post roads,1808-04-13,10,13,Post Office
1353,cmte on bill Thomas Barclay,1808-04-14,10,13,Claims
1354,Cmte on petition of Nathaniel Brashears,1808-04-14,10,13,Claims
1355,Cmte on bill for arming militia,1808-04-19,10,13,Military
1356,cmte on bill for relief of Darius Gates and Matthew Smith,1808-04-19,10,13,Claims
1357,Cmte on state courts,1808-04-19,10,13,Judiciary
1358,Cmte on White's resolution to authorize PUS to equip frigates and other vessels of war,1808-04-20,10,14,Military
1359,Cmte on invalid pensions,1808-04-21,10,14,Claims
1360,cmte making additional appropriations for 1808,1808-04-22,10,14,Finance
1361,Cmte on amendment to embargo,1808-04-22,10,14,Judiciary
1362,Cmte on military appropriations,1808-04-22,10,14,Military
1363,Cmte on nomination of Ryland Randolph surveyor and inspector of revenue Port of Richmond VA,1808-04-22,10,14,Commerce
1364,cmte to wait on PUS,1808-04-25,10,14,Ceremonial
1365,Cmte to wait on president,1808-11-07,10,16,Ceremonial
1366,cmte on Reed's motion on Senate chamber,1808-11-09,10,16,Administrative
1367,cmte on Giles's motion amend embargo,1808-11-11,10,16,Foreign Affairs
1368,Cmte to revise militia laws - Motion by Gen Smith,1808-11-11,10,16,Military
1369,Cmte on nominations various,1808-11-15,10,16,Misc
1370,Cmte on resolution of legislature of IN territory separation into 2 government,1808-11-15,10,16,Judiciary
1371,Cmte on enrolled bills,1808-11-16,10,16,Administrative
1372,cmte on Bradley's motion - re Dey Algiers,1808-11-17,10,16,Foreign Affairs
1373,Cmte on bill documents franking privilege,1808-11-22,10,16,Administrative
1374,Cmte on bill of Andrew Joseph Villard,1808-11-22,10,17,Claims
1375,Cmte on Roads & Canals,1808-11-28,10,17,Public Lands
1376,Cmte on 22nd rule on engrossed bills,1808-12-02,10,17,Administrative
1377,cmte on district judge - 5 members,1808-12-05,10,17,Judiciary
1378,Cmte on petition of Lemuel Taylor & others for Post Road,1808-12-05,10,17,Post Office
1379,Cmte on public buildings,1808-12-08,10,17,Administrative
1380,Cmte on nomination made Dec-8 various,1808-12-09,10,17,Misc
1381,Cmte on Revolutionary officers petition pensions land,1808-12-12,10,17,Claims
1382,Cmte on bill revenue cutters Embargo,1808-12-13,10,17,Military
1383,cmte on Lloyd's motion public buildings,1808-12-13,10,17,Administrative
1384,Cmte on petition officers Marine Corps,1808-12-14,10,18,Military
1385,Addition Cmte embargo,1808-12-19,10,18,Judiciary
1386,cmte on bill on lots in Washington DC,1808-12-21,10,18,Washington Dc
1387,cmte on Eunice Hunt Petition,1808-12-21,10,18,Claims
1388,Cmte on bill squares Washington,1808-12-22,10,18,Washington Dc
1389,Cmte on bill William White & others,1808-12-23,10,18,Claims
1390,cmte on petition of William Brown,1808-12-28,10,14,Claims
1391,cmte on Barbary powers,1808-12-29,10,14,Foreign Affairs
1392,Cmte on marine insurance company of Alexandria,1808-12-29,10,14,Washington Dc
1393,Cmte on Augustin Serry,1808-12-30,10,15,Claims
1394,Cmte on bill Naval officer,1808-12-30,10,15,Military
1395,Cmte on bill Wings Capitol 3rd reading & recommitted generally,1808-12-30,10,15,Administrative
1396,Cmte on Message Alibama Indians,1808-12-30,10,15,Indian Affairs
1397,Cmte to amend bill on revenue bonds,1808-12-30,10,15,Finance
1398,Additional Cmte Rev officers,1809-01-03,10,15,Claims
1399,Cmte on Revolutionary officers,1809-01-03,10,15,Claims
1400,Cmte on sick seamen,1809-01-03,10,15,Military
1401,cmte on message PUS on fortifications,1809-01-06,10,15,Military
1402,cmte on petition of Richard Bland Lee - committed on Giles's motion,1809-01-06,10,15,Claims
1403,Addition to cmte on fortifications,1809-01-10,10,15,Military
1404,Cmte on nominations in Paper C for 2nd Lieutenants in regiment of Artillerists,1809-01-10,10,16,Military
1405,cmte on petition of Ebenezer Platt,1809-01-10,10,16,Claims
1406,Cmte bill corps of engineers,1809-01-16,10,16,Military
1407,Cmte on nominations in Marine Corps and Navy,1809-01-17,10,14,Military
1408,cmte on petition of William Hardy,1809-01-17,10,14,Claims
1409,Cmte bill TN Circuit Courts and district courts in KY TN OH,1809-01-17,10,18,Judiciary
1410,Cmte on sick seamen,1809-01-17,10,18,Military
1411,conference cmte on bill naval establishment,1809-01-17,10,18,Military
1412,cmte on petition of people OH purchasers of lands,1809-01-19,10,18,Public Lands
1413,Cmte on bill E Beaumont,1809-01-20,10,18,Claims
1414,Cmte on Brown petition Baptist Church,1809-01-20,10,18,Washington Dc
1415,Addition to cmte of Nov-15 Indiana bill,1809-01-20,10,19,Judiciary
1416,Cmte on nomination of Johnson & others in Army,1809-01-25,10,19,Military
1417,Cmte on motion inquiring nomination of Henry Dearborn as Collector at Boston,1809-01-26,10,19,Commerce
1418,cmte on Bayard's motion to bring bill on provisions for support of judges incapable of serving,1809-01-30,10,19,Judiciary
1419,cmte to continue authority of commissioners of Kaskaskia,1809-01-30,10,19,Public Lands
1420,Cmte on military nominations,1809-01-31,10,19,Military
1421,Cmte on bill uninumerated services officers judicial courts,1809-02-01,10,19,Judiciary
1422,cmte on Washington Canal,1809-02-02,10,19,Washington Dc
1423,cmte on bill physicians and surgeons employed in public service,1809-02-03,10,19,Military
1424,cmte on election of PUS,1809-02-03,10,19,Ceremonial
1425,cmte on Alexandria Turnpike,1809-02-07,10,19,Washington Dc
1426,Cmte on nominations for custom house officers,1809-02-07,10,20,Commerce
1427,Teller for PUS & VP,1809-02-07,10,20,Ceremonial
1428,Cmte on appropriations,1809-02-11,10,20,Finance
1429,Cmte on Giles's resolution to repeal embargo,1809-02-14,10,20,Foreign Affairs
1430,Cmte on Hillhouse's motion to examine and report provisions necessary to check allowance of extravagant claims,1809-02-14,10,20,Claims
1431,cmte on Dan Cotton,1809-02-15,10,20,Claims
1432,Cmte on Spanish land grants in Mississippi,1809-02-15,10,20,Public Lands
1433,cmte on suffrage IN,1809-02-15,10,20,Judiciary
1434,Jt Cmte to wait on PUS re furnishing House,1809-02-15,10,20,Administrative
1435,Cmte on Charter Georgetown,1809-02-17,10,20,Washington Dc
1436,Cmte to confer surveyor public bldgs on accomodations for the Senate,1809-02-17,10,20,Administrative
1437,Addition to cmte on bill duties,1809-02-18,10,20,Commerce
1438,cmte on petition of French inhabitants of Michigan for laws in French Language,1809-02-18,10,21,Judiciary
1439,Cmte on Giles's motion on judicial Courts,1809-02-21,10,21,Judiciary
1440,Cmte on amendment to AL Indian,1809-02-23,10,21,Indian Affairs
1441,Cmte on bill William White & others,1809-02-27,10,21,Claims
1442,Cmte on library,1809-02-27,10,21,Administrative
1443,cmte on Amos Whittemore,1809-02-28,10,21,Claims
1444,Cmte on bill to amend laws for regulation of Treasury War and Navy depts - and making appropriations for support of military and navy,1809-02-28,10,21,Military
1445,Cmte on Invalid pensions,1809-03-01,10,21,Claims
1446,Cmte on nomination Surgeons,1809-03-02,10,21,Military
1447,Cmte on arrangements for reception of PUS on his inauguration,1809-03-03,10,21,Ceremonial
1448,Conference Cmte on bill to amend laws for regulation of Treasury War and Navy depts,1809-03-03,10,21,Finance
1449,Jt cmte to notify PUS of recess,1809-03-03,10,22,Ceremonial
1450,cmte to notify PUS ready for business,1809-03-04,11,Extra,Ceremonial
1451,cmte on Sam Blair & Sam Honley to be surgeon's mates in Navy,1809-03-07,11,Extra,Military
1452,Cmte to wait on PUS,1809-05-22,11,2,Ceremonial
1453,Cmte on Giles's motion - laws governing navy,1809-05-25,11,2,Military
1454,cmte on Giles's motion on commercial laws,1809-05-25,11,2,Foreign Affairs
1455,cmte on ports and harbors,1809-05-25,11,2,Commerce
1456,cmte on petition of John Mason and others - Washington DC,1809-05-28,11,2,Washington Dc
1457,cmte on bill Commercial intercourse,1809-05-29,11,2,Foreign Affairs
1458,Cmte on bill for relief of William White & others - 5 members,1809-05-29,11,2,Claims
1459,Cmte on engrossed bills,1809-05-29,11,2,Administrative
1460,Cmte on enrolled bills,1809-05-29,11,2,Administrative
1461,Cmte on recess any business,1809-05-30,11,2,Administrative
1462,Cmte on Livingston's petition on land taken by government - 5 members,1809-05-31,11,2,Judiciary
1463,Cmte on motion census,1809-05-31,11,2,Commerce
1464,Cmte on non-intercourse - recommit bill,1809-06-02,11,3,Foreign Affairs
1465,cmte on Malbone's funeral,1809-06-05,11,3,Administrative
1466,Cmte on Malbone's bill for drawback on goods in MA,1809-06-06,11,3,Commerce
1467,Cmte on appointment of agent for land office at Kaskaskia,1809-06-08,11,3,Public Lands
1468,cmte of elections - 5 members,1809-06-09,11,3,Administrative
1469,Cmte on declaring Congress's consent to SC laws,1809-06-09,11,3,Judiciary
1470,Cmte on Giles's motion on violation of law to prohibit importation of slaves introduced from Cuba,1809-06-12,11,3,Commerce
1471,Cmte on Latrobe's report - Senate Chamber,1809-06-13,11,3,Administrative
1472,Cmte on bill to discharge John Heard from imprisonment,1809-06-14,11,3,Claims
1473,Cmte on gunboats,1809-06-16,11,3,Military
1474,Cmte to change post route from Annapolis to Rockhall,1809-06-16,11,3,Post Office
1475,Cmte on nominations various,1809-06-17,11,4,Misc
1476,Cmte on fines & forfeitures,1809-06-19,11,4,Commerce
1477,Cmte on bill drawbacks,1809-06-21,11,4,Commerce
1478,Cmte on bill exclusion of foreign vessels from US ports,1809-06-21,11,4,Foreign Affairs
1479,Cmte on petition Murray and Ogden,1809-06-21,11,4,Claims
1480,Joint cmte on Library,1809-06-21,11,4,Administrative
1481,Cmte on public debt,1809-06-22,11,4,Finance
1482,Cmte on bill on naval establishment,1809-06-23,11,4,Military
1483,cmte on contingent expenses,1809-06-23,11,4,Administrative
1484,Cmte on B H Latrobe's letter,1809-06-28,11,4,Administrative
1485,Jt cmte to wait on PUS,1809-06-28,11,4,Ceremonial
1486,Jt cmte to wait on PUS,1809-11-28,11,5,Ceremonial
1487,cmte on letter Surveyor public buildings,1809-11-29,11,5,Administrative
1488,Cmte of 7 on PUS message on relations with GB and France,1809-12-01,11,5,Foreign Affairs
1489,cmte on enrolled bills,1809-12-01,11,5,Administrative
1490,Cmte on Leib's motion on organization of militia,1809-12-05,11,5,Military
1491,Cmte on 22nd rule,1809-12-06,11,5,Administrative
1492,Cmte on petition of Josh Dyster & others,1809-12-06,11,5,Claims
1493,Cmte on amendment to constitution regarding judiciary - 5 members,1809-12-07,11,5,Judiciary
1494,Cmte on petition of Charles Minifie,1809-12-07,11,5,Claims
1495,cmte on bill to extend suffrage in IN territory,1809-12-08,11,5,Judiciary
1496,Cmte on petition of board of trustees for education in Washington DC,1809-12-11,11,5,Washington Dc
1497,cmte on nomination of Alexander Frazer of SC to be surgeon in Navy,1809-12-13,11,5,Military
1498,Cmte on Brownstown Road,1809-12-15,11,6,Roads And Canals
1499,Cmte on bank bill - 5 members,1809-12-19,11,6,Finance
1500,cmte on bill for relief of William and Elias Rector,1809-12-20,11,6,Claims
1501,Cmte on bill refugees from Canada,1809-12-20,11,6,Foreign Affairs
1502,Cmte on petition for Washington DC roads,1809-12-20,11,6,Washington Dc
1503,cmte bill on Joseph Summerl & others,1809-12-21,11,6,Claims
1504,Cmte on nominations - made Dec-18 and not yet agreed to various,1809-12-21,11,6,Misc
1505,Jt cmte on library,1809-12-21,11,6,Administrative
1506,cmte on 42nd rule,1809-12-22,11,6,Administrative
1507,Cmte on treaty with Delawares and others,1809-12-27,11,6,Indian Affairs
1508,Cmte on nomination Amos Spafford & others - collector Surgeon's mate captain in army,1809-12-28,11,6,Military 
1509,Cmte on Petition of Daniel Boone for grant of land,1810-01-03,11,6,Claims
1510,cmte on enrolled Bills in place of Condit,1810-01-05,11,6,Administrative
1511,Cmte report on AG report on fees and pay for judicial officers,1810-01-05,11,7,Judiciary
1512,cemte on bill Canals - 5 members,1810-01-08,11,7,Roads And Canals
1513,cmte on Meigs motion to establish Land department,1810-01-08,11,7,Public Lands
1514,Cmte on Daniel Boone's bill,1810-01-11,11,7,Claims
1515,emte on public lands,1810-01-11,11,7,Public Lands
1516,Cmte on engrossed bills,1810-01-12,11,7,Administrative
1517,Cmte on treaty with Kickapoos,1810-01-12,11,11,Indian Affairs
1518,Cmte on bill to incorporate company for Washington DC turnpike and roads,1810-01-17,11,7,Washington Dc
1519,Cmte on bill for relief of Harry Caldwell,1810-01-18,11,7,Claims
1520,cmte on bill John Stout,1810-01-19,11,7,Finance
1521,Cmte on removal of slaves from one part of DC to another bill,1810-01-19,11,7,Washington Dc
1522,cmte on petition of clerks Treasury for increase in compensation,1810-01-22,11,8,Finance
1523,Cmte on Reed's amendment to Constitution titles of nobility,1810-01-24,11,8,Judiciary
1524,cmte bill MS Judge,1810-01-31,11,8,Judiciary
1525,cmte on bill to discharge William Hawkins from imprisonment,1810-01-31,11,8,Claims
1526,Cmte on Commercial intercourse,1810-01-31,11,8,Foreign Affairs
1527,cute on Jared Shalluck,1810-01-31,11,8,Claims
1528,Cmte on Bill Orleans territorial Court,1810-02-01,11,8,Judiciary
1529,Cmte on petition and representation of Walter Jones and others about Washington DC jail,1810-02-02,11,8,Washington Dc
1530,Cmte on petitions of Thomas Beall and others of Georgetown,1810-02-02,11,8,Washington Dc
1531,Cmte of 5 on appropriations,1810-02-05,11,8,Finance
1532,Cmte bill removal slaves from one part of Washington DC to another,1810-02-06,11,9,Washington Dc
1533,Cmte on Joab Garret,1810-02-06,11,9,Claims
1534,Cmte on military lands,1810-02-08,11,9,Public Lands
1535,cmte on Bill road in Washington DC recommitted,1810-02-12,11,9,Washington Dc
1536,emte on bill Sea letters,1810-02-12,11,9,Military
1537,Cmte on amendment to Constitution on titles of Nobility - Recommit - 5 members,1810-02-13,11,9,Judiciary
1538,Cmte on recommitment bill preemption,1810-02-15,11,9,Public Lands
1539,cmte on Erie literary society petition for land grant for a college,1810-02-19,11,9,Public Lands
1540,cmte on petition of Joseph Joshua Dyster for a patent,1810-02-19,11,9,Judiciary
1541,Cmte on Reed's motion amend Constitution on titles of nobility- 5 members,1810-02-20,11,9,Judiciary
1542,Cmte on Navy appropriation - motion S Smith,1810-02-21,11,9,Military
1543,cmte on military appropriations,1810-02-21,11,10,Military
1544,Cmte on resolution Torpedo - 5 members,1810-02-21,11,10,Military
1545,Cmte of 5 on 3rd Census,1810-02-22,11,10,Commerce
1546,Cmte on petition & papers R B Lee - Clay's motion,1810-02-23,11,10,Claims
1547,Cmte Osage Treaty & papers,1810-02-23,11,10,Indian Affairs
1548,Cmte recommit naval appropriations,1810-02-23,11,10,Military
1549,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,1810-02-26,11,10,Washington Dc
1550,cmte on Leib's motion for additional rations to commanders,1810-02-27,11,10,Military
1551,cmte on OH courts,1810-02-28,11,10,Judiciary
1552,Cmte to recommit bill for Summerl & others,1810-03-01,11,10,Military
1553,Cmte of 5 on bill Sea letters,1810-03-02,11,10,Military
1554,Cmte on conf nonintercourse,1810-03-06,11,11,Foreign Affairs
1555,cmte on OH petitions asking for national road,1810-03-06,11,11,Roads And Canals
1556,Cmte on recommitment census,1810-03-06,11,11,Commerce
1557,Cmte on Bradley's motion Barbary,1810-03-07,11,11,Foreign Affairs
1558,cmte on recommitted OH court bill,1810-03-08,11,11,Judiciary
1559,Cmte bill ports & harbors,1810-03-12,11,7,Commerce
1560,cmte on nomination of Richard Forest as consul at Tunis,1810-03-12,11,11,Foreign Affairs
1561,cmte on nomination Stanley Griswold as judge in IL Territory,1810-03-12,11,11,Judiciary
1562,cmte on petition of Orleans asking for statehoood- 5 members,1810-03-12,11,11,Judiciary
1563,Cmte on Alexandria Turnpike,1810-03-13,11,11,Washington Dc
1564,Cmte on post road Washington,1810-03-13,11,11,Post Office
1565,Cmte on Bayard's motion on treasury report on national bank - 5 members,1810-03-13,11,12,Finance
1566,Conference cmte on census,1810-03-14,11,12,Commerce
1567,Cmte on Amey Dardin,1810-03-20,11,12,Claims
1568,Cmte on bill for relief of Elizabeth Hamilton,1810-03-20,11,12,Claims
1569,cmte on Post office - 5 members,1810-03-20,11,12,Post Office
1570,Cmte on petition of Fontain Maury,1810-03-21,11,12,Claims
1571,Cmte on petition of George Andrews and others - DC turnpike,1810-03-21,11,12,Washington Dc
1572,Cmte on petition of Urban Guillet - Society of La Trapp,1810-03-21,11,12,Public Lands
1573,cmte on recess,1810-03-21,11,12,Administrative
1574,Cmte on Pope's motion on Secretary of Treasury's report on roads and canals - respecting OH Canal,1810-03-22,11,12,Roads And Canals
1575,Cmte on bill pre-emption lands,1810-03-22,11,13,Public Lands
1576,Cmte on militia,1810-03-22,11,13,Military
1577,Cmte on Bayard's bill to amend Washington DC laws,1810-03-23,11,13,Washington Dc
1578,cmte on Chesapeake Canal,1810-03-23,11,13,Roads And Canals
1579,Cmte on Whiteside's motion to inquire necessary provisions for relief of those imprisoned on process from federal courts in civil cases,1810-03-23,11,13,Judiciary
1580,Cmte on bill pre-emption,1810-03-27,11,13,Public Lands
1581,Cmte on recommitment of Quartermaster bill,1810-03-27,11,13,Military
1582,Cmte on John Kerr,1810-03-28,11,13,Claims
1583,cmte on Middlesex Canal,1810-03-28,11,13,Claims
1584,Cmte on Phineas Varney,1810-03-28,11,13,Claims
1585,Cmte on Tristram Hussey,1810-03-28,11,13,Claims
1586,Cmte on Anderson's motion Trading Houses,1810-03-30,11,13,Indian Affairs
1587,Cmte on bill Indian intercourse amendment - Clay's motion,1810-03-30,11,13,Indian Affairs
1588,Cmte on recommit John Kerr,1810-03-30,11,14,Claims
1589,cmte on recommit Jared Shattuck & papers,1810-04-02,11,14,Military
1590,Cmte on recommitment Bill Richard B Lee,1810-04-02,11,14,Claims
1591,Cmte to examine title of Batture in St Mary - 5 members,1810-04-03,11,14,Public Lands
1592,cmte on report on Urban Guillet - Society La Trappe,1810-04-06,11,14,Public Lands
1593,Cmte on recommit Post office bill,1810-04-07,11,14,Post Office
1594,Cmte on Giles's resolution on VA bounty lands,1810-04-09,11,14,Public Lands
1595,cmte on nomination of Jones & others for navy,1810-04-09,11,14,Military
1596,cmte on relief of John Thompson,1810-04-09,11,14,Claims
